0.97859512949832	fpr	tpr
70	0.051111111111111114	0.8745146245514286
71	0.05185185185185185	0.8751812912180952
72	0.052592592592592594	0.8765146245514286
73	0.05407407407407407	0.8785146245514286
74	0.054814814814814816	0.8798479578847619
75	0.05526512322628827	0.8804690758971843
76	0.06	0.8811357425638511
77	0.06222222222222222	0.8818024092305177
78	0.06273338312173264	0.8824235272429399
79	0.06277695716395865	0.8831084587497893
80	0.0637037037037037	0.8837751254164559
81	0.0642270351008215	0.8843962434288782
82	0.06425406203840472	0.8850811749357277
83	0.06497386109036594	0.8857022929481501
84	0.06646751306945482	0.8863234109605724
85	0.06814814814814815	0.8883234109605723
86	0.06818181818181818	0.8890587050782195
87	0.07244212098581031	0.8896798230906418
88	0.07318894697535475	0.8903009411030643
89	0.07393577296489919	0.8909220591154867
90	0.07468259895444361	0.891543177127909
91	0.07617625093353249	0.8934065311651761
92	0.07692307692307693	0.8940276491775985
93	0.07697947214076246	0.8947629432952455
94	0.07916355489171023	0.8953840613076679
95	0.07925925925925927	0.8960507279743345
96	0.07991038088125467	0.8966718459867569
97	0.08513816280806571	0.8985352000240239
98	0.08588498879761015	0.8991563180364462
99	0.08592592592592592	0.899822984703113
100	0.08651026392961877	0.9012935729384071
101	0.08663181478715459	0.9025358089632517
102	0.08737864077669903	0.9075047530626307
103	0.08944281524926687	0.9082400471802778
104	0.08961911874533234	0.9088611651927001
105	0.09036594473487677	0.9101034012175448
106	0.09090909090909091	0.9108386953351919
107	0.09185959671396565	0.9120809313600367
108	0.09335324869305452	0.914565403409726
109	0.09559372666168783	0.9164287574469931
110	0.09634055265123226	0.919534347509105
111	0.09703703703703703	0.921534347509105
112	0.0970873786407767	0.9227765835339496
113	0.09783420463032114	0.923397701546372
114	0.09858103061986558	0.9246399375712168
115	0.09932785660941	0.9271244096209061
116	0.10007468259895444	0.9277455276333285
117	0.10074074074074074	0.9284121942999952
118	0.10082150858849888	0.9302755483372623
119	0.10222222222222223	0.9309422150039289
120	0.10231516056758776	0.9321844510287738
121	0.10380881254667662	0.9334266870536185
122	0.10679611650485436	0.9340478050660408
123	0.10828976848394324	0.9359111591033079
124	0.10903659447348768	0.9390167491654197
125	0.10978342046303212	0.939637867177842
126	0.11037037037037037	0.9403045338445086
127	0.11053024645257654	0.9409256518569309
128	0.11127707244212098	0.9415467698693533
129	0.1137370753323486	0.9422317013762026
130	0.1157580283793876	0.942852819388625
131	0.11777777777777777	0.9435194860552917
132	0.1179985063480209	0.944140604067714
133	0.11874533233756535	0.9447617220801364
134	0.12173263629574309	0.9466250761174034
135	0.12247946228528753	0.9472461941298258
136	0.12322628827483197	0.9478673121422482
137	0.1277072442120986	0.9484884301546705
138	0.128454070201643	0.9497306661795152
139	0.13069454817027631	0.9503517841919378
140	0.13666915608663183	0.95097290220436
141	0.13816280806572068	0.9522151382292048
142	0.140403286034354	0.9528362562416272
143	0.14339058999253174	0.9534573742540495
144	0.14809384164222875	0.9541926683716966
145	0.16654219566840925	0.954813786384119
146	0.16803584764749813	0.9560560224089636
147	0.17326362957430919	0.956677140421386
148	0.17625093353248694	0.9572982584338083
149	0.17849141150112025	0.9579193764462307
150	0.1882001493651979	0.9585404944586531
151	0.18894697535474234	0.9597827304834977
152	0.19118745332337567	0.9604038484959201
153	0.19566840926064227	0.9610249665083425
154	0.20089619118745333	0.9616460845207648
155	0.20161290322580644	0.9623813786384119
156	0.20307917888563048	0.9631166727560588
157	0.20454545454545456	0.9638519668737059
158	0.2046303211351755	0.9644730848861283
159	0.2118768328445748	0.9652083790037753
160	0.21807318894697536	0.9658294970161979
161	0.21956684092606424	0.9670717330410425
162	0.2315160567587752	0.9676928510534649
163	0.23450336071695296	0.9683139690658873
164	0.23674383868558627	0.9689350870783097
165	0.239731142643764	0.969556205090732
166	0.24413489736070382	0.9702914992083791
167	0.24495892457057505	0.9715337352332238
168	0.2524271844660194	0.972154853245646
169	0.2681105302464526	0.9727759712580685
170	0.2703510082150859	0.9733970892704906
171	0.27052785923753664	0.9741323833881378
172	0.2710978342046303	0.9747535014005602
173	0.27184466019417475	0.9759957374254048
174	0.27408513816280805	0.9766168554378272
175	0.27785923753665687	0.9773521495554742
176	0.2793129200896191	0.9779732675678966
177	0.2793255131964809	0.9787085616855438
178	0.2814814814814815	0.9793752283522105
179	0.286034353995519	0.9799963463646328
180	0.2875280059746079	0.9806174643770552
181	0.2905153099327857	0.9812385823894776
182	0.2912621359223301	0.9818597004018998
183	0.2949962658700523	0.9824808184143222
184	0.29545454545454547	0.9839514066496162
185	0.29574309185959674	0.9845725246620386
186	0.29873039581777444	0.985193642674461
187	0.30425219941348974	0.985928936792108
188	0.3054518297236744	0.9865500548045304
189	0.30694548170276326	0.9871711728169528
190	0.3121732636295743	0.9877922908293751
191	0.31590739357729647	0.98903452685422
192	0.3159824046920821	0.989769820971867
193	0.3225806451612903	0.9912404092071612
194	0.3278566094100075	0.9918615272195834
195	0.3330843913368185	0.9924826452320058
196	0.33724340175953077	0.993217939349653
197	0.34237536656891493	0.9939532334673
198	0.3427931292008962	0.9945743514797224
199	0.3435399551904406	0.9951954694921448
200	0.35399551904406273	0.995816587504567
201	0.3592233009708738	0.9964377055169894
202	0.368185212845407	0.9970588235294118
203	0.37023460410557185	0.9977941176470588
204	0.37609970674486803	0.9985294117647058
205	0.38929618768328444	0.9992647058823529
206	0.4237536656891496	1.0
207	0.9527326440177253	1.0
208	0.9542097488921714	1.0
209	1.0	1.0
